ID,Route,Direction,Milepost_S,Milepost_E,Distance,Slope,Radius,Curve_Length,Num_Lanes,Delta_Slope,Delta_Radius,Delta_Lanes,AADT,Max_Speed,Min_Speed,Mean_Speed,Consequence,,
2045,경부선,1,324.39,324.7,0.31,-0.8,800,860,3,-1.74,0,0,41581,100.00 ,98.20 ,104.80 ,1,,
2046,경부선,1,324.7,324.91,0.21,-0.8,0,1880,3,0,800,0,41581,100.00 ,105.30 ,109.16 ,0,,
2047,경부선,1,324.91,325.78,0.87,-3,0,1880,3,2.2,0,0,41581,100.00 ,114.80 ,118.26 ,0,,
2048,경부선,1,325.78,326.28,0.5,-0.849,0,1880,3,-2.151,0,0,41581,100.00 ,93.30 ,119.08 ,0,,
2049,경부선,1,326.28,326.58,0.3,-2.929,0,1880,3,2.08,0,0,41581,100.00 ,99.00 ,107.82 ,0,,
2050,경부선,1,326.58,327.16,0.58,-2.929,800,580,3,0,-800,0,41581,100.00 ,114.70 ,124.43 ,0,,
2051,경부선,1,327.16,327.225,0.065,-2.929,0,720,3,0,800,0,41581,100.00 ,122.50 ,122.58 ,0,,
2052,경부선,1,327.225,327.745,0.52,-2.698,0,720,3,-0.231,0,0,41581,100.00 ,122.60 ,125.65 ,1,,
2053,경부선,1,327.745,327.88,0.135,-3.517,0,720,3,0.819,0,0,41581,100.00 ,117.30 ,121.08 ,0,,
2054,경부선,1,327.88,328.5835,0.7035,-3.517,800,1290,3,0,-800,0,41581,100.00 ,107.80 ,111.91 ,0,,
2055,경부선,1,328.5835,329.17,0.5865,-2.173,800,1290,3,-1.344,0,0,41581,100.00 ,106.30 ,111.29 ,0,,
2056,경부선,1,329.17,329.58,0.41,-2.173,0,410,3,0,800,0,41581,100.00 ,104.70 ,113.20 ,0,,
2057,경부선,1,329.58,329.62,0.04,-2.173,460,660,3,0,-460,0,39625,100.00 ,101.70 ,102.45 ,0,,
2058,경부선,1,329.62,329.96,0.34,-2.019,460,660,3,-0.154,0,0,39625,100.00 ,96.70 ,97.52 ,0,,
2059,경부선,1,329.96,330.24,0.28,-1,460,660,3,-1.019,0,0,39625,97.90 ,97.30 ,97.68 ,0,,
2060,경부선,1,330.24,330.545,0.305,-1,0,740,3,0,460,0,39625,98.70 ,97.90 ,98.09 ,0,,
2061,경부선,1,330.545,330.98,0.435,-0.4,0,740,3,-0.6,0,0,39625,100.00 ,99.30 ,103.47 ,0,,
2062,경부선,1,330.98,331.53,0.55,-0.4,1000,610,3,0,-1000,0,39625,100.00 ,97.40 ,106.05 ,0,,
2063,경부선,1,331.53,331.59,0.06,-2,1000,610,3,1.6,0,0,39625,95.90 ,93.60 ,94.70 ,0,,
2064,경부선,1,331.59,331.86,0.27,-2,0,1760,3,0,1000,0,39625,100.00 ,92.50 ,96.08 ,0,,
2065,경부선,1,331.86,332.37,0.51,-2,0,1760,4,0,0,-1,39625,100.00 ,102.90 ,109.51 ,0,,
2066,경부선,1,332.37,333.145,0.775,-2.509,0,1760,4,0.509,0,0,39625,100.00 ,92.00 ,106.70 ,0,,
2067,경부선,1,333.145,333.35,0.205,-2,0,1760,4,-0.509,0,0,39625,99.60 ,93.00 ,95.97 ,0,,
2068,경부선,1,333.35,333.64,0.29,-2,1000,750,4,0,-1000,0,39625,100.00 ,100.90 ,103.87 ,0,,
2069,경부선,1,333.64,334.1,0.46,-2.903,1000,750,4,0.903,0,0,39625,100.00 ,103.80 ,106.74 ,0,,
2070,경부선,1,334.1,334.13,0.03,-2.903,0,640,4,0,1000,0,75299,100.00 ,102.90 ,102.90 ,0,,
2071,경부선,1,334.13,334.74,0.61,-3,0,640,4,0.097,0,0,75299,100.00 ,97.80 ,100.25 ,0,,
2072,경부선,1,334.74,335.2,0.46,-3,620,1540,4,0,-620,0,75299,100.00 ,107.30 ,112.07 ,0,,
2073,경부선,1,335.2,336.03,0.83,-1.318,620,1540,4,-1.682,0,0,75299,100.00 ,52.40 ,109.28 ,0,,
2074,경부선,1,336.03,336.28,0.25,-3,620,1540,4,1.682,0,0,75299,82.20 ,58.50 ,71.95 ,0,,
2075,경부선,1,336.28,336.91,0.63,-3,0,1240,4,0,620,0,75299,97.70 ,83.50 ,91.37 ,0,,
2076,경부선,1,336.91,337.3,0.39,-1.444,0,1240,4,-1.556,0,0,75299,100.00 ,98.50 ,102.22 ,0,,
2077,경부선,1,337.3,337.52,0.22,-2.007,0,1240,4,0.563,0,0,75299,100.00 ,94.80 ,99.11 ,0,,
2078,경부선,1,337.52,337.56,0.04,-2.007,1000,40,4,0,-1000,0,75299,93.90 ,93.20 ,93.55 ,0,,
2079,경부선,1,337.56,337.78,0.22,-2.007,0,330,4,0,1000,0,75299,94.00 ,92.60 ,93.20 ,0,,
2080,경부선,1,337.78,337.89,0.11,-2.1928,0,330,4,0.1858,0,0,75299,94.00 ,93.10 ,93.60 ,0,,
2081,경부선,1,337.89,337.91,0.02,-2.1928,760,20,4,0,-760,0,75299,100.00 ,100.00 ,100.00 ,0,,
2082,경부선,1,337.91,338.34,0.43,-2.1928,0,1340,4,0,760,0,75299,92.70 ,90.00 ,91.08 ,0,,
2083,경부선,1,338.34,338.87,0.53,-2.744,0,1340,4,0.5512,0,0,75299,94.50 ,89.10 ,92.35 ,0,,
2084,경부선,1,338.87,339.25,0.38,-2.808,0,1340,4,0.064,0,0,75299,92.30 ,89.20 ,91.15 ,0,,
2085,경부선,1,339.25,339.29,0.04,-2.808,1000,40,4,0,-1000,0,75299,92.20 ,92.10 ,92.15 ,0,,
2086,경부선,1,339.29,339.53,0.24,-2.808,0,980,4,0,1000,0,79991,94.50 ,92.20 ,93.21 ,0,,
2087,경부선,1,339.53,339.99,0.46,-1.293,0,980,4,-1.515,0,0,79991,98.40 ,95.00 ,97.31 ,0,,
2088,경부선,1,339.99,340.27,0.28,-2.602,0,980,4,1.309,0,0,79991,100.00 ,97.30 ,99.04 ,0,,
2089,경부선,1,340.27,340.38,0.11,-2.602,900,110,4,0,-900,0,79991,100.00 ,101.10 ,101.25 ,0,,
2090,경부선,1,340.38,340.605,0.225,-2.602,0,1760,4,0,900,0,79991,100.00 ,96.30 ,98.68 ,0,,
2091,경부선,1,340.605,340.985,0.38,-0.63,0,1760,4,-1.972,0,0,79991,95.70 ,87.00 ,90.62 ,0,,
2092,경부선,1,340.985,341.455,0.47,-3.506,0,1760,4,2.876,0,0,79991,91.20 ,85.20 ,87.24 ,0,,
2093,경부선,1,341.455,341.99,0.535,-2.67,0,1760,4,-0.836,0,0,79991,91.40 ,86.70 ,89.54 ,0,,
2094,경부선,1,341.99,342.14,0.15,-0.654,0,1760,4,-2.016,0,0,79991,90.70 ,87.70 ,89.16 ,0,,
2095,경부선,1,342.14,342.2,0.06,-0.654,1500,540,4,0,-1500,0,79991,92.90 ,91.60 ,92.30 ,0,,
2096,경부선,1,342.2,342.53,0.33,-1.245,1500,540,4,0.591,0,0,79991,93.70 ,91.30 ,92.68 ,0,,
2097,경부선,1,342.53,342.68,0.15,-3,1500,540,4,1.755,0,0,79991,93.30 ,91.40 ,92.23 ,0,,
2098,경부선,1,342.68,342.95,0.27,-3,0,1040,4,0,1500,0,79991,96.60 ,93.80 ,95.15 ,0,,
2099,경부선,1,342.95,343.49,0.54,-1.35,0,1040,4,-1.65,0,0,79991,100.00 ,97.10 ,100.53 ,0,,
2100,경부선,1,343.49,343.72,0.23,-1.25,0,1040,4,-0.1,0,0,79991,100.00 ,101.40 ,102.70 ,0,,
2101,경부선,1,343.72,343.74,0.02,-1.25,600,90,4,0,-600,0,79991,100.00 ,100.70 ,100.70 ,0,,
2102,경부선,1,343.74,343.81,0.07,-1.089,600,90,4,-0.161,0,0,79991,99.80 ,97.90 ,98.87 ,0,,
2103,경부선,1,343.81,344.07,0.26,-1.089,0,1070,4,0,600,0,79991,97.00 ,93.60 ,94.64 ,0,,
2104,경부선,1,344.07,344.39,0.32,-3,0,1070,4,1.911,0,0,79991,94.50 ,93.10 ,93.86 ,0,,
2105,경부선,1,344.39,344.88,0.49,-2.66,0,1070,4,-0.34,0,0,79991,94.60 ,93.30 ,94.13 ,0,,
2106,경부선,1,344.88,344.96,0.08,-2.66,700,80,4,0,-700,0,79991,95.50 ,94.90 ,95.20 ,0,,
2107,경부선,1,344.96,345.06,0.1,-2.66,0,1940,4,0,700,0,79991,95.80 ,95.50 ,95.67 ,0,,
2108,경부선,1,345.06,345.485,0.425,-1.785,0,1940,4,-0.875,0,0,79991,97.70 ,92.50 ,94.20 ,0,,
2109,경부선,1,345.485,346.025,0.54,-2.781,0,1940,4,0.996,0,0,79991,100.00 ,98.70 ,99.95 ,0,,
2110,경부선,1,346.025,346.43,0.405,-0.328,0,1940,4,-2.453,0,0,79991,100.00 ,99.70 ,104.78 ,0,,
2111,경부선,1,346.43,346.88,0.45,-1.349,0,1940,4,1.021,0,0,79991,100.00 ,95.00 ,100.43 ,1,,
2112,경부선,1,346.88,346.9,0.02,-0.3,0,1940,4,-1.049,0,0,79991,96.20 ,96.20 ,96.20 ,0,,
2113,경부선,1,346.9,346.95,0.05,-0.3,1000,50,4,0,-1000,0,79991,97.70 ,96.90 ,97.30 ,0,,
2114,경부선,1,346.95,347.3,0.35,-0.3,0,2270,4,0,1000,0,78739,100.00 ,98.50 ,101.48 ,0,,
2115,경부선,1,347.3,347.9,0.6,-0.784,0,2270,4,0.484,0,0,78739,100.00 ,101.20 ,103.16 ,0,,
2116,경부선,1,347.9,348.53,0.63,-0.305,0,2270,4,-0.479,0,0,78739,100.00 ,90.50 ,94.20 ,0,,
2117,경부선,1,348.53,348.81,0.28,-2.059,0,2270,4,1.754,0,0,78739,91.80 ,91.10 ,91.49 ,0,,
2118,경부선,1,348.81,349.22,0.41,-1.643,0,2270,4,-0.416,0,0,78739,100.00 ,91.60 ,100.86 ,0,,
2119,경부선,1,349.22,349.41,0.19,-1.643,3500,490,4,0,-3500,0,78739,100.00 ,113.70 ,115.38 ,0,,
2120,경부선,1,349.41,349.71,0.3,-0.285,3500,490,4,-1.358,0,0,78739,100.00 ,111.80 ,114.70 ,0,,
2121,경부선,1,349.71,350.52,0.81,-0.285,0,3850,4,0,3500,0,78739,100.00 ,102.20 ,104.87 ,0,,
2122,경부선,1,350.52,351.97,1.45,-0.447,0,3850,4,0.162,0,0,78739,100.00 ,102.20 ,112.49 ,0,,
2123,경부선,1,351.97,352.45,0.48,-0.301,0,3850,4,-0.146,0,0,78739,100.00 ,102.00 ,111.03 ,0,,
2124,경부선,1,352.45,352.87,0.42,-0.395,0,3850,4,0.094,0,0,78739,100.00 ,97.20 ,98.93 ,0,,
2125,경부선,1,352.87,353.39,0.52,-0.852,0,3850,4,0.457,0,0,78739,100.00 ,102.50 ,106.77 ,0,,
2126,경부선,1,353.39,353.56,0.17,-1,0,3850,4,0.148,0,0,78739,100.00 ,109.10 ,110.28 ,0,,
2127,경부선,1,353.56,353.94,0.38,-1,12000,380,4,0,-12000,0,78739,100.00 ,104.00 ,105.53 ,0,,
2128,경부선,1,353.94,354.105,0.165,-1,0,2400,4,0,12000,0,78739,100.00 ,107.80 ,110.10 ,0,,
2129,경부선,1,354.105,354.84,0.735,-0.3,0,2400,4,-0.7,0,0,78739,100.00 ,113.50 ,116.65 ,0,,
2130,경부선,1,354.84,355.88,1.04,-0.664,0,2400,4,0.364,0,0,78739,100.00 ,102.60 ,109.78 ,0,,
2131,경부선,1,355.88,356.28,0.4,-0.515,0,2400,4,-0.149,0,0,78739,100.00 ,102.20 ,105.97 ,0,,
2132,경부선,1,356.28,356.34,0.06,-1.515,0,2400,4,1,0,0,78739,100.00 ,111.70 ,111.75 ,0,,
2133,경부선,1,356.34,356.47,0.13,-1.515,700,130,4,0,-700,0,78739,100.00 ,108.80 ,110.30 ,0,,
2134,경부선,1,356.47,356.74,0.27,-1.515,0,4890,4,0,700,0,82572,100.00 ,105.20 ,106.22 ,1,,
2135,경부선,1,356.74,357.18,0.44,-1.008,0,4890,4,-0.507,0,0,82572,100.00 ,108.10 ,113.34 ,0,,
2136,경부선,1,357.18,357.785,0.605,-1.672,0,4890,4,0.664,0,0,82572,100.00 ,115.60 ,116.60 ,0,,
2137,경부선,1,357.785,358.285,0.5,-0.3,0,4890,4,-1.372,0,0,82572,100.00 ,117.70 ,118.11 ,0,,
2138,경부선,1,358.285,358.7,0.415,-1.142,0,4890,4,0.842,0,0,82572,100.00 ,115.60 ,117.51 ,0,,
2139,경부선,1,358.7,359.62,0.92,-0.957,0,4890,4,-0.185,0,0,82572,100.00 ,107.80 ,112.40 ,0,,
2140,경부선,1,359.62,359.96,0.34,-0.903,0,4890,4,-0.054,0,0,82572,100.00 ,117.80 ,118.01 ,0,,
2141,경부선,1,359.96,360.295,0.335,-1.198,0,4890,4,0.295,0,0,82572,100.00 ,117.80 ,117.88 ,0,,
2142,경부선,1,360.295,360.44,0.145,-0.061,0,4890,4,-1.137,0,0,82572,100.00 ,118.10 ,118.15 ,0,,
2143,경부선,1,360.44,360.74,0.3,-0.061,0,4890,4,0,0,0,82572,100.00 ,118.20 ,118.22 ,0,,
2144,경부선,1,360.74,361.21,0.47,-0.501,0,4890,4,0.44,0,0,82572,100.00 ,116.20 ,117.99 ,0,,
2145,경부선,1,361.21,361.36,0.15,-1.639,0,4890,4,1.138,0,0,82572,100.00 ,107.00 ,111.18 ,0,,
2146,경부선,1,361.36,361.54,0.18,-1.639,2024,580,4,0,-2024,0,82572,100.00 ,96.20 ,99.56 ,0,,
2147,경부선,1,361.54,361.94,0.4,-0.461,2024,580,4,-1.178,0,0,82572,100.00 ,96.40 ,102.15 ,0,,
2148,경부선,1,361.94,361.96,0.02,-0.461,0,2110,4,0,2024,0,82572,100.00 ,106.20 ,106.20 ,0,,
2149,경부선,1,361.96,362.64,0.68,-1.69,0,2110,4,1.229,0,0,82572,100.00 ,100.40 ,106.02 ,0,,
2150,경부선,1,362.64,363.12,0.48,-0.595,0,2110,4,-1.095,0,0,82572,100.00 ,111.40 ,120.45 ,0,,
2151,경부선,1,363.12,363.48,0.36,1.247,0,2110,4,-1.842,0,0,82572,100.00 ,127.60 ,127.89 ,0,,
2152,경부선,1,363.48,364.05,0.57,-2.998,0,2110,4,4.245,0,0,82572,100.00 ,127.00 ,127.31 ,0,,
2153,경부선,1,364.05,364.06,0.01,-2.998,20940,250,4,0,-20940,0,82572,100.00 ,100.00 ,100.00 ,0,,
2154,경부선,1,364.06,364.3,0.24,0.98,20940,250,4,-3.978,0,0,82572,100.00 ,126.90 ,127.10 ,0,,
2155,경부선,1,364.3,365.06,0.76,-2.971,0,910,4,3.951,20940,0,79390,100.00 ,95.80 ,114.37 ,0,,
2156,경부선,1,365.06,365.21,0.15,2.911,0,910,4,-5.882,0,0,79390,95.10 ,94.40 ,94.68 ,0,,
2157,경부선,1,365.21,365.62,0.41,2.911,2000,410,4,0,-2000,0,79390,100.00 ,95.20 ,101.24 ,0,,
2158,경부선,1,365.62,365.98,0.36,2.911,0,2250,4,0,2000,0,79390,100.00 ,110.20 ,115.87 ,0,,
2159,경부선,1,365.98,366.94,0.96,-2.999,0,2250,4,5.91,0,0,79390,100.00 ,121.90 ,124.36 ,0,,
2160,경부선,1,366.94,367.87,0.93,3,0,2250,4,-5.999,0,0,79390,100.00 ,113.20 ,116.83 ,0,,
2161,경부선,1,367.87,367.99,0.12,3,796.79,800,4,0,-796.79,0,79390,100.00 ,115.40 ,115.92 ,0,,
2162,경부선,1,367.99,368.44,0.45,1.023,796.79,800,4,1.977,0,0,79390,100.00 ,116.90 ,117.89 ,0,,
2163,경부선,1,368.44,368.67,0.23,-0.4744,796.79,800,4,1.4974,0,0,79390,100.00 ,116.10 ,116.76 ,0,,
2164,경부선,1,368.67,368.88,0.21,-0.4744,0,2210,4,0,796.79,0,79390,100.00 ,115.60 ,115.72 ,0,,
2165,경부선,1,368.88,369.49,0.61,-2.8319,0,2210,4,2.3575,0,0,79390,100.00 ,115.80 ,119.75 ,0,,
2166,경부선,1,369.49,369.84,0.35,-0.482,0,2210,4,-2.3499,0,0,79390,100.00 ,118.30 ,120.17 ,0,,
2167,경부선,1,369.84,370.1,0.26,-0.1886,0,2210,4,-0.2934,0,0,79390,100.00 ,117.80 ,117.92 ,0,,
2168,경부선,1,370.1,370.88,0.78,-2.6689,0,2210,4,2.4803,0,0,79390,100.00 ,104.70 ,110.58 ,0,,
2169,경부선,1,370.88,370.92,0.04,-2.6689,530.78,860,4,0,-530.78,0,79390,100.00 ,106.80 ,106.80 ,0,,
2170,경부선,1,370.92,371.74,0.82,2.888,530.78,860,4,-5.5569,0,0,79390,100.00 ,59.40 ,93.43 ,0,,
2171,경부선,1,371.74,372.04,0.3,2.888,568.95,800,4,0,-38.17,0,79390,69.00 ,22.60 ,46.18 ,0,,
2172,경부선,1,372.04,372.49,0.45,0.8113,568.95,800,4,2.0767,0,0,79390,59.50 ,14.20 ,35.91 ,0,,
2173,경부선,1,372.49,372.54,0.05,0.5902,568.95,800,4,0.2211,0,0,79390,60.80 ,59.80 ,60.33 ,0,,
2174,경부선,1,372.54,373.22,0.68,0.5902,0,2810,4,0,568.95,0,79390,87.30 ,56.20 ,65.79 ,0,,
2175,경부선,1,373.22,373.83,0.61,0.3125,0,2810,4,0.2777,0,0,79390,100.00 ,88.90 ,96.82 ,0,,
2176,경부선,1,373.83,374.42,0.59,0.4004,0,2810,4,-0.0879,0,0,79390,100.00 ,96.50 ,99.83 ,0,,
2177,경부선,1,374.42,374.54,0.12,0,0,2810,4,0.4004,0,0,79390,96.30 ,96.20 ,96.24 ,0,,
2178,경부선,1,374.54,374.82,0.28,0.3,0,2810,4,-0.3,0,0,79390,97.60 ,96.20 ,97.01 ,0,,
2179,경부선,1,374.82,375.35,0.53,-0.3,0,2810,4,0.6,0,0,79390,97.30 ,89.80 ,93.00 ,0,,
2180,경부선,1,375.35,375.64,0.29,-0.3,15000,2000,4,0,-15000,0,79390,91.70 ,87.50 ,88.82 ,0,,
2181,경부선,1,375.64,375.98,0.34,0.7,15000,2000,4,-1,0,0,79390,95.30 ,92.40 ,94.15 ,0,,
2182,경부선,1,375.98,376.4,0.42,-0.3,15000,2000,4,1,0,0,79390,96.90 ,92.50 ,95.08 ,0,,
2183,경부선,1,376.4,377.33,0.93,-0.407,15000,2000,4,0.107,0,0,79390,97.60 ,89.10 ,92.73 ,0,,
2184,경부선,1,377.33,377.35,0.02,-2.2,15000,2000,4,1.793,0,0,79390,94.70 ,94.70 ,94.70 ,0,,
2185,경부선,1,377.35,378.06,0.71,-2.2,0,1930,4,0,15000,0,85053,96.30 ,86.70 ,92.56 ,0,,
2186,경부선,1,378.06,378.76,0.7,-3,0,1930,4,0.8,0,0,85053,95.90 ,87.40 ,92.20 ,0,,
2187,경부선,1,378.76,379.2,0.44,2.22,0,1930,4,-5.22,0,0,85053,95.50 ,89.20 ,91.74 ,0,,
2188,경부선,1,379.2,379.28,0.08,3,0,1930,4,-0.78,0,0,85053,89.50 ,74.50 ,82.02 ,0,,
2189,경부선,1,379.28,379.9,0.62,3,1000,840,4,0,-1000,0,85053,84.00 ,80.30 ,81.84 ,0,,
2190,경부선,1,379.9,380.12,0.22,1.177,1000,840,4,1.823,0,0,85053,81.20 ,81.00 ,81.14 ,0,,
2191,경부선,1,380.12,380.33,0.21,1.177,0,820,4,0,1000,0,85053,81.00 ,80.90 ,80.91 ,0,,
2192,경부선,1,380.33,380.76,0.43,-0.259,0,820,4,1.436,0,0,85053,81.40 ,80.90 ,81.22 ,0,,
2193,경부선,1,380.76,380.94,0.18,1.289,0,820,4,-1.548,0,0,85053,81.30 ,81.10 ,81.23 ,0,,
2194,경부선,1,380.94,381.16,0.22,1.289,710,650,4,0,-710,0,85053,81.10 ,81.00 ,81.08 ,0,,
2195,경부선,1,381.16,381.36,0.2,-0.533,710,650,4,1.822,0,0,85053,81.00 ,80.90 ,80.93 ,0,,
2196,경부선,1,381.36,381.59,0.23,-3.015,710,650,4,2.482,0,0,85053,81.10 ,80.90 ,80.95 ,0,,
2197,경부선,1,381.59,381.88,0.29,-3.015,0,2570,4,0,710,0,85171,81.20 ,81.00 ,81.13 ,0,,
2198,경부선,1,381.88,382.08,0.2,0.186,0,2570,4,-3.201,0,0,85171,80.80 ,77.20 ,79.14 ,0,,
2199,경부선,1,382.08,382.5,0.42,1.33,0,2570,4,-1.144,0,0,85171,80.60 ,77.10 ,78.89 ,0,,
2200,경부선,1,382.5,382.9,0.4,0.612,0,2570,4,0.718,0,0,85171,82.40 ,79.70 ,81.06 ,0,,
2201,경부선,1,382.9,383.28,0.38,-0.615,0,2570,4,1.227,0,0,85171,99.90 ,83.30 ,92.43 ,0,,
2202,경부선,1,383.28,383.9,0.62,0.758,0,2570,4,-1.373,0,0,85171,100.00 ,100.20 ,101.19 ,0,,
2203,경부선,1,383.9,384.16,0.26,-0.61,0,2570,4,1.368,0,0,85171,100.00 ,102.50 ,102.73 ,0,,
2204,경부선,1,384.16,384.66,0.5,-0.61,2042,920,4,0,-2042,0,85171,100.00 ,102.80 ,104.51 ,0,,
2205,경부선,1,384.66,385.08,0.42,0.315,2042,920,4,-0.925,0,0,85171,100.00 ,89.80 ,96.84 ,0,,
2206,경부선,1,385.08,385.14,0.06,0.315,2042,800,4,0,0,0,85171,89.90 ,89.80 ,89.85 ,0,,
2207,경부선,1,385.14,385.88,0.74,0.3,2042,800,4,0.015,0,0,85171,91.40 ,78.80 ,85.39 ,0,,
2208,경부선,1,385.88,386.22,0.34,0.3,0,340,4,0,2042,0,85171,85.40 ,78.60 ,81.04 ,0,,
2209,경부선,1,386.22,386.8,0.58,0.3,1923,700,4,0,-1923,0,97630,98.60 ,86.20 ,91.93 ,0,,
2210,경부선,1,386.8,386.92,0.12,-2.9923,1923,700,4,3.2923,0,0,97630,100.00 ,99.20 ,99.88 ,0,,
2211,경부선,1,386.92,387.36,0.44,-2.9923,0,1590,4,0,1923,0,97630,99.70 ,88.90 ,92.33 ,0,,
2212,경부선,1,387.36,387.92,0.56,2.1017,0,1590,4,-5.094,0,0,97630,90.80 ,66.50 ,76.32 ,0,,
2213,경부선,1,387.92,388.36,0.44,-2.0825,0,1590,4,4.1842,0,0,97630,87.20 ,75.90 ,79.18 ,0,,
2214,경부선,1,388.36,388.51,0.15,0.191,0,1590,4,-2.2735,0,0,97630,91.30 ,88.40 ,90.02 ,0,,
2215,경부선,1,388.51,388.99,0.48,0.191,22140.5,1250,4,0,-22140.5,0,97630,91.90 ,89.70 ,91.27 ,0,,
2216,경부선,1,388.99,389.12,0.13,1.75,22140.5,1250,4,-1.559,0,0,97630,89.40 ,89.00 ,89.12 ,0,,
2217,경부선,1,389.12,389.34,0.22,-1.396,22140.5,1250,4,3.146,0,0,97630,89.20 ,87.70 ,88.71 ,0,,
2218,경부선,1,389.34,389.76,0.42,-0.411,22140.5,1250,4,-0.985,0,0,97630,92.70 ,87.20 ,89.49 ,0,,
2219,경부선,1,389.76,389.96,0.2,-0.411,0,960,4,0,22140.5,0,97630,92.70 ,87.50 ,90.46 ,0,,
2220,경부선,1,389.96,390.5,0.54,-2.75,0,960,4,2.339,0,0,97630,93.80 ,85.90 ,90.05 ,0,,
2221,경부선,1,390.5,390.72,0.22,1.406,0,960,4,-4.156,0,0,97630,93.10 ,87.60 ,90.45 ,0,,
2222,경부선,1,390.72,391.1,0.38,1.406,601.5,640,4,0,-601.5,0,97630,94.60 ,86.70 ,89.44 ,0,,
2223,경부선,1,391.1,391.36,0.26,2.54,601.5,640,4,-1.134,0,0,97630,98.70 ,95.50 ,97.62 ,0,,
2224,경부선,1,391.36,391.74,0.38,2.54,0,990,4,0,601.5,0,97630,98.10 ,86.30 ,90.96 ,0,,
2225,경부선,1,391.74,392.12,0.38,-2.214,0,990,4,4.754,0,0,97630,96.30 ,87.90 ,93.34 ,0,,
2226,경부선,1,392.12,392.35,0.23,1.55,0,990,4,-3.764,0,0,97630,95.40 ,92.30 ,93.70 ,0,,
2227,경부선,1,392.35,392.42,0.07,1.55,2025,410,4,0,-2025,0,85348,92.20 ,92.20 ,92.20 ,0,,
2228,경부선,1,392.42,392.44,0.02,1.55,2025,410,4,0,0,0,85348,100.00 ,100.00 ,100.00 ,0,,
2229,경부선,1,392.44,392.76,0.32,-1.784,2025,410,4,3.334,0,0,85348,92.10 ,55.10 ,76.29 ,0,,
2230,경부선,1,392.76,392.88,0.12,-1.784,0,15110,4,0,2025,0,99741,56.10 ,53.80 ,54.82 ,0,,
2231,경부선,1,392.88,393.42,0.54,2.03,0,15110,4,-3.814,0,0,99741,69.80 ,54.50 ,60.18 ,0,,
2232,경부선,1,393.42,393.68,0.26,0.018,0,15110,4,2.012,0,0,99741,70.10 ,58.60 ,63.87 ,0,,
2233,경부선,1,393.68,393.85,0.17,-0.25,0,15110,4,0.268,0,0,99741,73.80 ,70.90 ,72.81 ,0,,
2234,경부선,1,393.85,394.26,0.41,-0.683,0,15110,4,0.433,0,0,99741,73.00 ,33.80 ,56.54 ,0,,
2235,경부선,1,394.26,394.7,0.44,0.4982,0,15110,4,-1.1812,0,0,99741,59.10 ,23.40 ,39.03 ,0,,
2236,경부선,1,394.7,395.04,0.34,-1.783,0,15110,4,2.2812,0,0,99741,82.30 ,60.70 ,72.39 ,0,,
2237,경부선,1,395.04,395.28,0.24,0.107,0,15110,4,-1.89,0,0,99741,88.40 ,83.20 ,85.84 ,0,,
2238,경부선,1,395.28,395.86,0.58,-1.693,0,15110,4,1.8,0,0,99741,90.80 ,87.40 ,88.94 ,0,,
2239,경부선,1,395.86,396.28,0.42,1.934,0,15110,4,-3.627,0,0,99741,91.20 ,88.30 ,89.48 ,0,,
2240,경부선,1,396.28,396.86,0.58,-1.0881,0,15110,4,3.0221,0,0,99741,88.20 ,77.10 ,84.01 ,0,,
2241,경부선,1,396.86,397.31,0.45,-0.3922,0,15110,4,-0.6959,0,0,99741,87.80 ,77.30 ,82.73 ,0,,
2242,경부선,1,397.31,397.96,0.65,-2.5169,0,15110,4,2.1247,0,0,99741,88.60 ,87.50 ,88.06 ,0,,
2243,경부선,1,397.96,398.39,0.43,1.2762,0,15110,4,-3.7931,0,0,99741,89.10 ,85.20 ,86.67 ,0,,
2244,경부선,1,398.39,399.19,0.8,0.7,0,15110,4,0.5762,0,0,99741,96.80 ,75.50 ,85.66 ,0,,
2245,경부선,1,399.19,399.64,0.45,1.04,0,15110,4,-0.34,0,0,99741,100.00 ,99.00 ,105.28 ,0,,
2246,경부선,1,399.64,400.32,0.68,0.66,0,15110,4,0.38,0,0,99741,100.00 ,31.00 ,68.59 ,0,,
2247,경부선,1,400.32,400.52,0.2,0.5,0,15110,4,0.16,0,0,99741,30.80 ,0.10 ,8.10 ,0,,
2248,경부선,1,400.52,400.98,0.46,-0.4,0,15110,4,0.9,0,0,99741,73.20 ,11.30 ,33.12 ,0,,
2249,경부선,1,400.98,401.4,0.42,-1.262,0,15110,4,0.862,0,0,99741,97.80 ,78.70 ,90.77 ,0,,
2250,경부선,1,401.4,401.7,0.3,1.942,0,15110,4,-3.204,0,0,99741,100.00 ,94.00 ,98.46 ,0,,
2251,경부선,1,401.7,401.94,0.24,0.538,0,15110,4,1.404,0,0,99741,92.30 ,85.10 ,87.41 ,0,,
2252,경부선,1,401.94,402.24,0.3,-1.267,0,15110,4,1.805,0,0,99741,88.50 ,85.60 ,87.10 ,0,,
2253,경부선,1,402.24,402.54,0.3,2.05,0,15110,4,-3.317,0,0,99741,89.00 ,88.40 ,88.55 ,0,,
2254,경부선,1,402.54,402.66,0.12,-1.02,0,15110,4,3.07,0,0,99741,90.90 ,89.40 ,90.10 ,0,,
2255,경부선,1,402.66,402.74,0.08,-1.02,0,15110,6,0,0,-2,99741,92.80 ,91.50 ,92.17 ,0,,
