ID,Route,Direction,Milepost_S,Milepost_E,Distance,Slope,Radius,Curve_Length,Num_Lanes,Delta_Slope,Delta_Radius,Delta_Lanes,AADT,Max_Speed,Min_Speed,Mean_Speed,Consequence,,
6664,서울양양선,2,11.31,11.62,0.31,0.5,1200,510,3,-2.8084,0,0,30712,100.00 ,100.00 ,100.00 ,0,,
6665,서울양양선,2,11.62,12.28,0.66,0.5,0,660,3,0,1200,0,30712,100.00 ,100.00 ,100.00 ,0,,
6666,서울양양선,2,12.28,12.984,0.704,0.5,1200,760,3,0,-1200,0,30712,100.00 ,107.40 ,107.40 ,0,,
6667,서울양양선,2,12.984,13.04,0.056,2.984,1200,760,3,-2.484,0,0,30712,100.00 ,100.00 ,100.00 ,0,,
6668,서울양양선,2,13.04,13.2,0.16,2.984,0,560,3,0,1200,0,30712,100.00 ,100.00 ,100.00 ,0,,
6669,서울양양선,2,13.2,13.6,0.4,2.984,0,560,2,0,0,1,30712,100.00 ,106.10 ,106.10 ,0,,
6670,서울양양선,2,13.6,14.62,1.02,2.984,2000,1043.522,2,0,-2000,0,30712,100.00 ,104.60 ,105.63 ,0,,
6671,서울양양선,2,14.62,14.643522,0.023522,-2.618,2000,1043.522,2,5.602,0,0,30712,100.00 ,100.00 ,100.00 ,0,,
6672,서울양양선,2,14.643522,15.2,0.556478,-2.618,0,556.478,2,0,2000,0,19613,100.00 ,107.90 ,107.90 ,0,,
6673,서울양양선,2,15.2,15.24,0.04,-2.618,1000,800,2,0,-1000,0,19613,100.00 ,100.00 ,100.00 ,0,,
6674,서울양양선,2,15.24,16,0.76,2.5705,1000,800,2,-5.1885,0,0,19613,100.00 ,107.50 ,107.55 ,0,,
6675,서울양양선,2,16,16.34,0.34,2.5705,0,340,2,0,1000,0,19613,100.00 ,106.50 ,106.50 ,0,,
6676,서울양양선,2,16.34,16.46,0.12,2.5705,1200,790,2,0,-1200,0,19613,100.00 ,100.00 ,100.00 ,0,,
6677,서울양양선,2,16.46,16.96,0.5,-2.7676,1200,790,2,5.3381,0,0,19613,100.00 ,100.00 ,100.00 ,0,,
6678,서울양양선,2,16.96,17.13,0.17,2.7009,1200,790,2,-5.4685,0,0,19613,100.00 ,100.00 ,100.00 ,0,,
6679,서울양양선,2,17.13,17.6,0.47,2.7009,0,2505,2,0,1200,0,19613,100.00 ,100.00 ,100.00 ,0,,
6680,서울양양선,2,17.6,19.52,1.92,-0.5,0,2505,2,3.2009,0,0,19613,100.00 ,85.80 ,97.67 ,0,,
6681,서울양양선,2,19.52,19.635,0.115,-0.5,0,2505,2,0,0,0,19613,83.40 ,82.00 ,82.70 ,1,,
6682,서울양양선,2,19.635,20.057,0.422,-0.5,2000,422,2,0,-2000,0,19613,95.00 ,82.00 ,86.96 ,0,,
6683,서울양양선,2,20.057,20.18,0.123,-0.5,850,623,2,0,1150,0,16756,90.80 ,90.80 ,90.80 ,0,,
6684,서울양양선,2,20.18,20.68,0.5,-3,850,623,2,2.5,0,0,16756,85.60 ,80.80 ,82.79 ,0,,
6685,서울양양선,2,20.68,21.32,0.64,-3,1100,1080,2,0,-250,0,16756,85.90 ,83.80 ,84.50 ,0,,
6686,서울양양선,2,21.32,21.76,0.44,-2,1100,1080,2,-1,0,0,16756,88.70 ,87.50 ,87.94 ,0,,
6687,서울양양선,2,21.76,21.86,0.1,-2,0,470,2,0,1100,0,16756,89.90 ,77.50 ,81.85 ,0,,
6688,서울양양선,2,21.86,22.23,0.37,0.65,0,470,2,-2.65,0,0,16756,98.50 ,92.40 ,95.85 ,0,,
6689,서울양양선,2,22.23,22.427,0.197,0.65,3850,197,2,0,-3850,0,16756,98.70 ,98.50 ,98.60 ,0,,
6690,서울양양선,2,22.427,23.18,0.753,0.65,1800,753,2,0,2050,0,16756,99.80 ,98.40 ,98.83 ,0,,
6691,서울양양선,2,23.18,23.978,0.798,0.65,0,798,2,0,1800,0,16756,99.00 ,98.20 ,98.47 ,0,,
6692,서울양양선,2,23.978,24.1,0.122,0.65,2000,251.47,2,0,-2000,0,16756,98.50 ,98.50 ,98.50 ,0,,
6693,서울양양선,2,24.1,24.22947,0.12947,-2.94,2000,251.47,2,3.59,0,0,16756,100.00 ,100.00 ,100.00 ,1,,
6694,서울양양선,2,24.22947,24.82,0.59053,-2.94,0,590.53,2,0,2000,0,16756,98.60 ,98.50 ,98.53 ,0,,
6695,서울양양선,2,24.82,25.07123,0.25123,-2.94,3000,251.23,2,0,-3000,0,16756,98.40 ,98.40 ,98.40 ,0,,
6696,서울양양선,2,25.07123,25.45,0.37877,-2.94,0,378.77,2,0,3000,0,16756,97.80 ,97.00 ,97.40 ,0,,
6697,서울양양선,2,25.45,25.7,0.25,-2.94,1001.5,690,2,0,-1001.5,0,16756,96.50 ,96.50 ,96.50 ,0,,
6698,서울양양선,2,25.7,26.14,0.44,-0.698,1001.5,690,2,-2.242,0,0,16756,97.30 ,96.70 ,97.00 ,0,,
6699,서울양양선,2,26.14,26.53,0.39,-0.698,0,390,2,0,1001.5,0,16756,97.30 ,97.00 ,97.15 ,1,,
6700,서울양양선,2,26.53,26.7,0.17,-0.698,3000,350,2,0,-3000,0,16756,97.20 ,97.20 ,97.20 ,0,,
6701,서울양양선,2,26.7,26.88,0.18,2,3000,350,2,-2.698,0,0,16756,97.30 ,97.30 ,97.30 ,0,,
6702,서울양양선,2,26.88,27.48,0.6,2,0,700,2,0,3000,0,16756,97.60 ,97.40 ,97.53 ,0,,
6703,서울양양선,2,27.48,27.58,0.1,-2.69,0,700,2,4.69,0,0,16756,100.00 ,100.00 ,100.00 ,0,,
6704,서울양양선,2,27.58,28.068,0.488,-2.69,850,488,2,0,-850,0,16756,97.90 ,97.70 ,97.80 ,0,,
6705,서울양양선,2,28.068,28.16,0.092,-2.69,0,92,2,0,850,0,16756,97.90 ,97.90 ,97.90 ,0,,
6706,서울양양선,2,28.16,28.34,0.18,-2.69,2000,519.009,2,0,-2000,0,16756,97.80 ,97.80 ,97.80 ,0,,
6707,서울양양선,2,28.34,28.679009,0.339009,1.054,2000,519.009,2,-3.744,0,0,16756,97.70 ,97.50 ,97.60 ,0,,
6708,서울양양선,2,28.679009,30.04,1.360991,1.054,0,1360.991,2,0,2000,0,16756,99.20 ,92.40 ,97.21 ,1,,
6709,서울양양선,2,30.04,32.079671,2.039671,1.054,1574,2039.671,2,0,-1574,0,16756,97.00 ,79.10 ,89.26 ,0,,
6710,서울양양선,2,32.079671,32.08,0.000329,1.054,4500,456.76,2,0,-2926,0,16756,100.00 ,100.00 ,100.00 ,0,,
6711,서울양양선,2,32.08,32.536431,0.456431,2.67,4500,456.76,2,-1.616,0,0,16756,100.00 ,100.00 ,100.00 ,0,,
6712,서울양양선,2,32.536431,32.62,0.083569,2.67,0,83.569,2,0,4500,0,16756,100.00 ,100.00 ,100.00 ,1,,
6713,서울양양선,2,32.62,33.28,0.66,2.67,950,980,2,0,-950,0,15051,100.00 ,102.50 ,102.50 ,0,,
6714,서울양양선,2,33.28,33.6,0.32,-2.03,950,980,2,4.7,0,0,15051,100.00 ,101.00 ,101.00 ,0,,
6715,서울양양선,2,33.6,34.1,0.5,-2.03,0,1097.605,2,0,950,0,15051,99.90 ,99.90 ,99.90 ,0,,
6716,서울양양선,2,34.1,34.38,0.28,-2.03,0,1097.605,2,0,0,0,15051,100.00 ,102.50 ,102.50 ,0,,
6717,서울양양선,2,34.38,34.697605,0.317605,-2.03,0,1097.605,2,0,0,0,15051,100.00 ,106.60 ,106.60 ,0,,
6718,서울양양선,2,34.697605,35.035,0.337395,-2.03,2000,337.395,2,0,-2000,0,15051,100.00 ,107.00 ,107.00 ,1,,
6719,서울양양선,2,35.035,35.3,0.265,-2.03,0,935,2,0,2000,0,15051,100.00 ,100.00 ,100.00 ,1,,
6720,서울양양선,2,35.3,35.97,0.67,0.7775,0,935,2,-2.8075,0,0,15051,100.00 ,102.00 ,103.20 ,0,,
6721,서울양양선,2,35.97,36.38,0.41,0.7775,1900,1525,2,0,-1900,0,15051,100.00 ,102.00 ,102.00 ,0,,
6722,서울양양선,2,36.38,37.495,1.115,2,1900,1525,2,-1.2225,0,0,15051,100.00 ,105.70 ,107.80 ,0,,
6723,서울양양선,2,37.495,38.752742,1.257742,2,2830,1257.742,2,0,-930,0,15051,100.00 ,101.20 ,106.86 ,1,,
6724,서울양양선,2,38.752742,39.005,0.252258,2,0,252.258,2,0,2830,0,15051,100.00 ,100.00 ,100.00 ,1,,
6725,서울양양선,2,39.005,39.3,0.295,2,2000,1952.178,2,0,-2000,0,15051,100.00 ,100.00 ,100.00 ,0,,
6726,서울양양선,2,39.3,40.957178,1.657178,0.9247,2000,1952.178,2,1.0753,0,0,15051,100.00 ,101.20 ,104.77 ,0,,
6727,서울양양선,2,40.957178,42.2,1.242822,0.9247,0,3742.822,2,0,2000,0,15051,100.00 ,100.00 ,100.00 ,0,,
6728,서울양양선,2,42.2,44.48,2.28,1.6688,0,3742.822,2,-0.7441,0,0,15051,100.00 ,96.80 ,99.10 ,1,,
6729,서울양양선,2,44.48,44.7,0.22,-2.3,0,3742.822,2,3.9688,0,0,15051,100.00 ,111.60 ,111.60 ,0,,
6730,서울양양선,2,44.7,45.295078,0.595078,-2.3,2022.8,595.078,2,0,-2022.8,0,15051,100.00 ,116.80 ,116.80 ,0,,
6731,서울양양선,2,45.295078,45.736,0.440922,-2.3,0,440.922,2,0,2022.8,0,15051,100.00 ,117.70 ,117.70 ,1,,
6732,서울양양선,2,45.736,46.22,0.484,-2.3,2900,1010.308,2,0,-2900,0,15051,100.00 ,117.70 ,117.70 ,0,,
6733,서울양양선,2,46.22,46.746308,0.526308,-0.7032,2900,1010.308,2,-1.5968,0,0,15051,100.00 ,117.20 ,117.20 ,0,,
6734,서울양양선,2,46.746308,47.79,1.043692,-0.7032,0,1418.692,2,0,2900,0,13531,100.00 ,111.80 ,113.80 ,0,,
6735,서울양양선,2,47.79,48.165,0.375,-2.9967,0,1418.692,2,2.2935,0,0,13531,100.00 ,105.60 ,105.60 ,0,,
6736,서울양양선,2,48.165,48.942663,0.777663,-2.9967,2000,777.663,2,0,-2000,0,13531,100.00 ,94.40 ,97.90 ,0,,
6737,서울양양선,2,48.942663,49.48,0.537337,-2.9967,0,607.337,2,0,2000,0,13531,100.00 ,100.00 ,100.00 ,1,,
6738,서울양양선,2,49.48,49.55,0.07,-0.5002,0,607.337,2,-2.4965,0,0,13531,100.00 ,100.00 ,100.00 ,0,,
6739,서울양양선,2,49.55,49.863141,0.313141,-0.5002,3322.8,313.141,2,0,-3322.8,0,13531,100.00 ,100.00 ,100.00 ,0,,
6740,서울양양선,2,49.863141,50.61,0.746859,-0.5002,0,746.859,2,0,3322.8,0,13531,100.00 ,100.00 ,100.00 ,0,,
6741,서울양양선,2,50.61,50.74,0.13,-0.5002,2900,661.078,2,0,-2900,0,13531,100.00 ,100.00 ,100.00 ,0,,
6742,서울양양선,2,50.74,51.271078,0.531078,2.95,2900,661.078,2,-3.4502,0,0,13531,100.00 ,100.00 ,100.00 ,0,,
6743,서울양양선,2,51.271078,51.66,0.388922,2.95,0,588.922,2,0,2900,0,13531,100.00 ,100.00 ,100.00 ,0,,
6744,서울양양선,2,51.66,51.84,0.18,2.95,0,588.922,2,0,0,0,13531,100.00 ,100.00 ,100.00 ,0,,
6745,서울양양선,2,51.84,51.86,0.02,1.5176,0,588.922,2,1.4324,0,0,13531,100.00 ,100.00 ,100.00 ,0,,
6746,서울양양선,2,51.86,52.323505,0.463505,1.5176,2911.5,463.505,2,0,-2911.5,0,13531,100.00 ,100.00 ,100.00 ,0,,
6747,서울양양선,2,52.323505,53.225,0.901495,1.5176,3330,1060.408,2,0,-418.5,0,13531,98.20 ,89.10 ,93.50 ,0,,
6748,서울양양선,2,53.225,53.383913,0.158913,-2.7,3330,1060.408,2,4.2176,0,0,13531,100.00 ,100.00 ,100.00 ,0,,
6749,서울양양선,2,53.383913,54.48,1.096087,-2.7,0,1331.087,2,0,3330,0,13531,100.00 ,101.30 ,103.43 ,0,,
6750,서울양양선,2,54.48,54.715,0.235,2,0,1331.087,2,-4.7,0,0,13531,100.00 ,110.10 ,110.10 ,0,,
6751,서울양양선,2,54.715,55.266451,0.551451,2,2000,551.451,2,0,-2000,0,13531,100.00 ,107.90 ,110.40 ,0,,
6752,서울양양선,2,55.266451,55.66,0.393549,2,0,393.549,2,0,2000,0,13531,100.00 ,109.40 ,109.40 ,0,,
6753,서울양양선,2,55.66,55.72,0.06,2,2000,881.755,2,0,-2000,0,11595,100.00 ,100.00 ,100.00 ,0,,
6754,서울양양선,2,55.72,56.541755,0.821755,-1.8766,2000,881.755,2,3.8766,0,0,11595,100.00 ,96.20 ,104.77 ,0,,
6755,서울양양선,2,56.541755,56.86,0.318245,-1.8766,0,1193.245,2,0,2000,0,11595,100.00 ,100.80 ,103.50 ,0,,
6756,서울양양선,2,56.86,57.72,0.86,-2,0,1193.245,2,0.1234,0,0,11595,100.00 ,108.70 ,109.85 ,0,,
6757,서울양양선,2,57.72,57.735,0.015,-3,0,1193.245,2,1,0,0,11595,100.00 ,100.00 ,100.00 ,0,,
6758,서울양양선,2,57.735,58.186159,0.451159,-3,2000,451.159,2,0,-2000,0,11595,100.00 ,91.10 ,98.63 ,0,,
6759,서울양양선,2,58.186159,59.16,0.973841,-3,0,973.841,2,0,2000,0,11595,100.00 ,89.40 ,103.76 ,0,,
6760,서울양양선,2,59.16,59.58,0.42,-3,1600,1050,2,0,-1600,0,11595,100.00 ,113.70 ,114.43 ,0,,
6761,서울양양선,2,59.58,60.21,0.63,0.9,1600,1050,2,-3.9,0,0,11595,100.00 ,112.50 ,117.06 ,0,,
6762,서울양양선,2,60.21,61.18,0.97,0.9,0,1200,2,0,1600,0,11595,100.00 ,102.20 ,106.99 ,0,,
6763,서울양양선,2,61.18,61.41,0.23,2.39,0,1200,2,-1.49,0,0,11595,100.00 ,112.40 ,112.40 ,0,,
6764,서울양양선,2,61.41,61.627561,0.217561,2.39,2000,217.561,2,0,-2000,0,11595,100.00 ,115.50 ,115.50 ,0,,
6765,서울양양선,2,61.627561,61.66,0.032439,2.39,0,462.439,2,0,2000,0,10725,100.00 ,100.00 ,100.00 ,0,,
6766,서울양양선,2,61.66,62.09,0.43,2.3098,0,462.439,2,0.0802,0,0,10725,100.00 ,112.20 ,114.10 ,0,,
6767,서울양양선,2,62.09,62.564,0.474,2.3098,2000,1107.866,2,0,-2000,0,7589,100.00 ,105.40 ,106.13 ,0,,
6768,서울양양선,2,62.564,62.954,0.39,-2.2186,2000,1107.866,2,4.5284,0,0,7589,100.00 ,102.80 ,103.78 ,0,,
6769,서울양양선,2,62.954,63.197866,0.243866,-3,2000,1107.866,2,0.7814,0,0,7589,100.00 ,107.20 ,108.13 ,0,,
6770,서울양양선,2,63.197866,63.425,0.227134,-3,0,227.134,2,0,2000,0,7589,100.00 ,107.80 ,108.05 ,0,,
6771,서울양양선,2,63.425,63.895529,0.470529,-3,2000,470.529,2,0,-2000,0,7589,100.00 ,109.00 ,109.05 ,0,,
6772,서울양양선,2,63.895529,64.66,0.764471,-3,0,764.471,2,0,2000,0,7589,100.00 ,106.70 ,107.63 ,0,,
6773,서울양양선,2,64.66,64.901611,0.241611,-3,2000,241.611,2,0,-2000,0,7589,100.00 ,107.30 ,107.80 ,0,,
6774,서울양양선,2,64.901611,65.834,0.932389,-3,0,2088.389,2,0,2000,0,7589,100.00 ,91.00 ,96.06 ,0,,
6775,서울양양선,2,65.834,65.974,0.14,1.678,0,2088.389,2,-4.678,0,0,7589,100.00 ,100.00 ,100.00 ,0,,
6776,서울양양선,2,65.974,66.99,1.016,1.6787,0,2088.389,2,-0.0007,0,0,7589,100.00 ,95.60 ,97.96 ,0,,
6777,서울양양선,2,66.99,67.214,0.224,1.6787,3024.3,279.753,2,0,-3024.3,0,7589,95.20 ,94.20 ,94.83 ,0,,
6778,서울양양선,2,67.214,67.269753,0.055753,-1,3024.3,279.753,2,2.6787,0,0,7589,100.00 ,100.00 ,100.00 ,0,,
6779,서울양양선,2,67.269753,69.06,1.790247,-1,0,1790.247,2,0,3024.3,0,7589,100.00 ,88.40 ,103.60 ,0,,
6780,서울양양선,2,69.06,70.701871,1.641871,-1,3200,1641.871,2,0,-3200,0,7589,100.00 ,97.30 ,102.65 ,0,,
6781,서울양양선,2,70.701871,71.405,0.703129,-1,0,703.129,2,0,3200,0,7589,100.00 ,117.40 ,117.83 ,0,,
6782,서울양양선,2,71.405,71.834,0.429,-1,3385,1274.855,2,0,-3385,0,7589,100.00 ,116.10 ,116.10 ,0,,
6783,서울양양선,2,71.834,72.314,0.48,0.5,3385,1274.855,2,-1.5,0,0,7589,100.00 ,109.70 ,109.70 ,0,,
6784,서울양양선,2,72.314,72.679855,0.365855,2.175,3385,1274.855,2,-1.675,0,0,7589,100.00 ,100.00 ,100.00 ,0,,
6785,서울양양선,2,72.679855,73.27,0.590145,2.175,0,590.145,2,0,3385,0,7589,100.00 ,97.60 ,99.90 ,0,,
6786,서울양양선,2,73.27,73.732692,0.462692,2.175,2000,462.692,2,0,-2000,0,7589,100.00 ,98.30 ,106.53 ,0,,
6787,서울양양선,2,73.732692,73.794,0.061308,2.175,0,347.308,2,0,2000,0,7589,100.00 ,100.00 ,100.00 ,0,,
6788,서울양양선,2,73.794,74.08,0.286,0.871,0,347.308,2,1.304,0,0,7589,100.00 ,106.80 ,108.60 ,0,,
6789,서울양양선,2,74.08,74.414,0.334,0.871,1445,1490,2,0,-1445,0,7589,100.00 ,106.20 ,106.20 ,1,,
6790,서울양양선,2,74.414,75.374,0.96,1.872,1445,1490,2,-1.001,0,0,7589,100.00 ,107.60 ,107.80 ,0,,
6791,서울양양선,2,75.374,75.57,0.196,-0.7,1445,1490,2,2.572,0,0,7589,100.00 ,109.00 ,109.00 ,0,,
6792,서울양양선,2,75.57,76.514,0.944,-0.7,0,1594.45,2,0,1445,0,7589,100.00 ,100.90 ,106.22 ,0,,
6793,서울양양선,2,76.514,77.16445,0.65045,0,0,1594.45,2,-0.7,0,0,7589,100.00 ,102.30 ,108.67 ,1,,
6794,서울양양선,2,77.16445,78.455,1.29055,0,2000,1290.55,2,0,-2000,0,7589,100.00 ,117.20 ,117.52 ,1,,
12910,"중부선,통영대전선",2,357.31,357.615,0.305,3.62,0,305,4,0,0,0,66726,100.00 ,100.00 ,100.00 ,0,,
12911,"중부선,통영대전선",2,357.615,357.72,0.105,3.62,1500,645,4,0,-1500,0,66726,100.00 ,100.00 ,100.00 ,0,,
12912,"중부선,통영대전선",2,357.72,358.26,0.54,3.408,1500,645,4,0.212,0,0,66726,100.00 ,100.00 ,100.00 ,0,,
12913,"중부선,통영대전선",2,358.26,358.76,0.5,3.408,0,1420,4,0,1500,0,66726,100.00 ,100.00 ,100.00 ,0,,
12914,"중부선,통영대전선",2,358.76,359.4,0.64,0.6237,0,1420,4,2.7843,0,0,66726,100.00 ,100.00 ,100.00 ,0,,
12915,"중부선,통영대전선",2,359.4,359.68,0.28,3.9995,0,1420,4,-3.3758,0,0,66726,100.00 ,100.00 ,100.00 ,0,,
12916,"중부선,통영대전선",2,359.68,360.244,0.564,3.9995,5000,564,4,0,-5000,0,66726,100.00 ,100.00 ,100.00 ,0,,
12917,"중부선,통영대전선",2,360.244,360.26,0.016,3.9995,0,1080.27,4,0,5000,0,66726,100.00 ,100.00 ,100.00 ,0,,
12718,"중부선,통영대전선",2,247.52,247.548,0.028,-0.276,500,538,4,0,0,0,21301,100.00 ,100.00 ,100.00 ,0,,
12719,"중부선,통영대전선",2,247.548,247.67,0.122,-0.276,0,122,4,0,500,0,21301,100.00 ,100.00 ,100.00 ,0,,
12720,"중부선,통영대전선",2,247.67,247.81,0.14,-0.276,3000,490,4,0,-3000,0,21301,100.00 ,100.00 ,100.00 ,0,,
12721,"중부선,통영대전선",2,247.81,248.16,0.35,1.2284,3000,490,4,-1.5044,0,0,21301,100.00 ,103.40 ,106.30 ,0,,
12722,"중부선,통영대전선",2,248.16,248.32,0.16,1.2284,0,540,4,0,3000,0,21301,100.00 ,114.30 ,114.30 ,0,,
12723,"중부선,통영대전선",2,248.32,248.7,0.38,-2.93,0,540,4,4.1584,0,0,21301,100.00 ,117.20 ,117.50 ,0,,
12724,"중부선,통영대전선",2,248.7,248.98,0.28,-2.93,2500,770,4,0,-2500,0,21301,100.00 ,117.80 ,117.80 ,0,,
12725,"중부선,통영대전선",2,248.98,249.47,0.49,-0.32,2500,770,4,-2.61,0,0,21301,100.00 ,117.60 ,117.63 ,0,,
12726,"중부선,통영대전선",2,249.47,250.07,0.6,-0.32,0,600,4,0,2500,0,21301,100.00 ,117.80 ,117.80 ,0,,
12727,"중부선,통영대전선",2,250.07,250.91,0.84,-0.32,2000,840,4,0,-2000,0,21301,100.00 ,117.50 ,117.52 ,0,,
12728,"중부선,통영대전선",2,250.91,251.02,0.11,-0.32,0,680,4,0,2000,0,21301,100.00 ,116.90 ,116.90 ,0,,
12729,"중부선,통영대전선",2,251.02,251.59,0.57,0.5824,0,680,4,-0.9024,0,0,21301,100.00 ,112.20 ,113.37 ,0,,
12730,"중부선,통영대전선",2,251.59,252.1,0.51,0.5824,1500,948,4,0,-1500,0,21301,100.00 ,110.40 ,110.83 ,0,,
12731,"중부선,통영대전선",2,252.1,252.538,0.438,-1.8568,1500,948,4,2.4392,0,0,21301,100.00 ,111.10 ,111.53 ,0,,
12732,"중부선,통영대전선",2,252.538,253.42,0.882,-1.8568,0,1412,4,0,1500,0,32574,100.00 ,112.00 ,114.88 ,0,,
12733,"중부선,통영대전선",2,253.42,253.95,0.53,0.875,0,1412,4,-2.7318,0,0,32574,100.00 ,117.70 ,117.80 ,0,,
12734,"중부선,통영대전선",2,253.95,254.605,0.655,0.875,2000,655,4,0,-2000,0,32574,100.00 ,117.30 ,117.60 ,0,,
12735,"중부선,통영대전선",2,254.605,255.14,0.535,0.875,0,3075,4,0,2000,0,32574,100.00 ,101.30 ,108.15 ,0,,
12736,"중부선,통영대전선",2,255.14,256.22,1.08,-1.8523,0,3075,4,2.7273,0,0,32574,100.00 ,94.50 ,97.40 ,0,,
12737,"중부선,통영대전선",2,256.22,257.12,0.9,0.7539,0,3075,4,-2.6062,0,0,32574,94.00 ,72.10 ,82.09 ,0,,
12738,"중부선,통영대전선",2,257.12,257.68,0.56,-0.736,0,3075,4,1.4899,0,0,32574,86.10 ,75.60 ,82.64 ,0,,
12739,"중부선,통영대전선",2,257.68,257.92,0.24,-0.736,1500,960,4,0,-1500,0,32574,81.20 ,80.60 ,80.90 ,0,,
12740,"중부선,통영대전선",2,257.92,258.64,0.72,0.6,1500,960,4,-1.336,0,0,32574,80.50 ,76.50 ,78.35 ,0,,
12741,"중부선,통영대전선",2,258.64,258.72,0.08,0.6,0,1860,4,0,1500,0,32574,100.00 ,100.00 ,100.00 ,0,,
12742,"중부선,통영대전선",2,258.72,259.56,0.84,1.182,0,1860,4,-0.582,0,0,32574,85.90 ,81.10 ,84.19 ,0,,
12743,"중부선,통영대전선",2,259.56,260.42,0.86,0.635,0,1860,4,0.547,0,0,32574,88.30 ,78.10 ,82.65 ,0,,
12744,"중부선,통영대전선",2,260.42,260.5,0.08,1.7,0,1860,4,-1.065,0,0,32574,89.10 ,89.10 ,89.10 ,0,,
12745,"중부선,통영대전선",2,260.5,261.25,0.75,1.7,6000,750,4,0,-6000,0,30459,89.00 ,82.70 ,86.26 ,0,,
12746,"중부선,통영대전선",2,261.25,261.48,0.23,1.7,0,1715,4,0,6000,0,30459,82.10 ,79.10 ,80.60 ,0,,
12747,"중부선,통영대전선",2,261.48,262.52,1.04,-2,0,1715,4,3.7,0,0,30459,80.70 ,73.80 ,76.91 ,0,,
12748,"중부선,통영대전선",2,262.52,262.965,0.445,0.9,0,1715,4,-2.9,0,0,30459,83.90 ,76.60 ,80.82 ,0,,
12749,"중부선,통영대전선",2,262.965,263.42,0.455,0.9,3500,1059,4,0,-3500,0,30459,79.80 ,77.70 ,78.93 ,0,,
12750,"중부선,통영대전선",2,263.42,264.024,0.604,-0.785,3500,1059,4,1.685,0,0,30459,81.30 ,75.30 ,78.11 ,0,,
12751,"중부선,통영대전선",2,264.024,265.06,1.036,-0.785,0,1224,4,0,3500,0,30459,79.70 ,74.10 ,76.27 ,0,,
12752,"중부선,통영대전선",2,265.06,265.248,0.188,0.7,0,1224,4,-1.485,0,0,30459,75.50 ,75.00 ,75.33 ,0,,
12753,"중부선,통영대전선",2,265.248,266.005,0.757,0.7,6000,757,4,0,-6000,0,30459,74.40 ,66.60 ,71.02 ,0,,
12754,"중부선,통영대전선",2,266.005,266.22,0.215,0.7,0,1085,4,0,6000,0,30459,72.40 ,71.10 ,71.60 ,0,,
12755,"중부선,통영대전선",2,266.22,267.09,0.87,-0.328,0,1085,4,1.028,0,0,30459,93.70 ,76.20 ,84.62 ,0,,
12756,"중부선,통영대전선",2,267.09,267.858,0.768,-0.328,2400,768,4,0,-2400,0,30459,93.50 ,75.40 ,85.77 ,0,,
12757,"중부선,통영대전선",2,267.858,267.96,0.102,-0.328,0,700,4,0,2400,0,30459,90.90 ,90.90 ,90.90 ,0,,
12758,"중부선,통영대전선",2,267.96,268.558,0.598,0.656,0,700,4,-0.984,0,0,30459,100.00 ,115.70 ,117.38 ,0,,
12759,"중부선,통영대전선",2,268.558,269.84,1.282,0.656,2200,2247,4,0,-2200,0,28422,100.00 ,84.50 ,100.74 ,0,,
12760,"중부선,통영대전선",2,269.84,270.805,0.965,-1.24,2200,2247,4,1.896,0,0,28422,97.70 ,88.70 ,92.36 ,0,,
12761,"중부선,통영대전선",2,270.805,270.98,0.175,-1.24,0,1325,4,0,2200,0,28422,90.60 ,89.50 ,90.05 ,0,,
12762,"중부선,통영대전선",2,270.98,271.62,0.64,1.495,0,1325,4,-2.735,0,0,28422,94.00 ,68.60 ,84.02 ,0,,
12763,"중부선,통영대전선",2,271.62,272.13,0.51,-0.542,0,1325,4,2.037,0,0,28422,65.90 ,65.90 ,65.90 ,0,,
12764,"중부선,통영대전선",2,272.13,272.36,0.23,-0.542,1048.75,1430,4,0,-1048.75,0,28422,89.30 ,64.60 ,76.75 ,0,,
12765,"중부선,통영대전선",2,272.36,273.18,0.82,3.437,1048.75,1430,4,-3.979,0,0,28422,100.00 ,85.80 ,93.70 ,0,,
12766,"중부선,통영대전선",2,273.18,273.56,0.38,-1.469,1048.75,1430,4,4.906,0,0,28422,92.10 ,90.50 ,91.30 ,0,,
12767,"중부선,통영대전선",2,273.56,273.92,0.36,-1.469,0,360,4,0,1048.75,0,28422,88.40 ,77.70 ,83.03 ,0,,
12768,"중부선,통영대전선",2,273.92,274.98,1.06,-1.469,850,1060,4,0,-850,0,28422,90.90 ,77.30 ,85.02 ,1,,
12769,"중부선,통영대전선",2,274.98,275.12,0.14,-1.469,0,615,4,0,850,0,28422,92.10 ,92.10 ,92.10 ,0,,
12770,"중부선,통영대전선",2,275.12,275.595,0.475,1.13,0,615,4,-2.599,0,0,28422,100.00 ,97.60 ,105.53 ,0,,
12771,"중부선,통영대전선",2,275.595,276.08,0.485,1.13,1500,615,4,0,-1500,0,28422,100.00 ,116.80 ,117.50 ,0,,
12772,"중부선,통영대전선",2,276.08,276.21,0.13,-0.804,1500,615,4,1.934,0,0,28422,100.00 ,117.70 ,117.70 ,0,,
12773,"중부선,통영대전선",2,276.21,276.49,0.28,-0.804,0,280,4,0,1500,0,28422,100.00 ,117.60 ,117.60 ,0,,
12774,"중부선,통영대전선",2,276.49,277.34,0.85,-0.804,1500,1090,4,0,-1500,0,28422,100.00 ,117.70 ,117.72 ,0,,
